A,B
Q0045,YDR231C
Q0045,Q0140
Q0045,YGL187C
Q0045,YHR051W
Q0045,YIL111W
Q0045,YNL052W
Q0045,YGR112W
Q0045,YIL157C
Q0045,YLR038C
Q0045,YNR018W
Q0045,Q0065
Q0045,YEL039C
Q0045,YHR001WA
Q0045,YGL226W
Q0045,YLR395C
Q0045,Q0275
Q0045,YDL067C
Q0045,YML129C
Q0045,YML030W
Q0045,YMR256C
Q0045,YPR191W
Q0045,YFR033C
Q0045,YGL191W
Q0045,YEL024W
Q0045,Q0060
Q0045,YJR048W
Q0045,YOR065W
Q0045,YDR529C
Q0045,YLR203C
Q0045,Q0105
Q0045,Q0070
Q0045,YDR119WA
Q0045,Q0250
Q0045,YPL132W
Q0045,YBL045C
Q0045,YJL166W
Q0045,YKL192C
Q0045,YLR163C
Q0045,YGR183C
Q0045,YJL062WA
Q0045,Q0050
Q0045,YPL172C
Q0050,YLR395C
Q0050,YPR140W
Q0050,YGL191W
Q0050,YHR051W
Q0050,Q0250
Q0050,YGL187C
Q0050,YAL024C
Q0050,YMR256C
Q0050,YLR038C
Q0050,YDL067C
Q0050,Q0275
Q0050,Q0045
Q0050,YNL052W
Q0060,YEL039C
Q0060,YDR529C
Q0060,YOR065W
Q0060,YJR048W
Q0060,YEL024W
Q0060,YGL191W
Q0060,YFR033C
Q0060,YGR183C
Q0060,YBL045C
Q0060,YPL132W
Q0060,YLR163C
Q0060,YJL166W
Q0060,Q0105
Q0060,Q0250
Q0060,Q0070
Q0060,YDR119WA
Q0060,YLR038C
Q0060,YNL052W
Q0060,Q0045
Q0060,YHR051W
Q0060,YIL111W
Q0060,YGL187C
Q0060,YMR256C
Q0060,YDL067C
Q0060,Q0275
Q0060,YPR191W
Q0060,YLR395C
Q0060,YGL226W
Q0060,Q0065
Q0060,YHR001WA
Q0065,YHR001WA
Q0065,YGR183C
Q0065,YDR119WA
Q0065,Q0070
Q0065,Q0250
Q0065,Q0105
Q0065,YJL166W
Q0065,YLR163C
Q0065,YPL132W
Q0065,YBL045C
Q0065,YJR048W
Q0065,YOR065W
Q0065,YDR529C
Q0065,YFR033C
Q0065,Q0060
Q0065,YJR045C
Q0065,YGL191W
Q0065,YEL024W
Q0065,YPR191W
Q0065,Q0275
Q0065,YDL067C
Q0065,YMR256C
Q0065,YEL039C
Q0065,YGL226W
Q0065,YLR395C
Q0065,Q0045
Q0065,YNL052W
Q0065,YLR038C
Q0065,YGL187C
Q0065,YIL111W
Q0065,YHR051W
Q0070,Q0275
Q0070,YFR033C
Q0070,YDL067C
Q0070,Q0060
Q0070,YEL024W
Q0070,YGL191W
Q0070,YJR048W
Q0070,YOR065W
Q0070,YDR529C
Q0070,YDR119WA
Q0070,Q0250
Q0070,Q0105
Q0070,YJL166W
Q0070,YLR163C
Q0070,YPL132W
Q0070,YBL045C
Q0070,YGR183C
Q0070,YGL187C
Q0070,YIL111W
Q0070,YHR051W
Q0070,YMR256C
Q0070,Q0045
Q0070,YNL052W
Q0070,YLR038C
Q0070,YEL039C
Q0070,YHR001WA
Q0070,Q0065
Q0070,YGL226W
Q0070,YLR395C
Q0070,YPR191W
Q0080,YGR020C
Q0080,YOR020WA
Q0080,YPL271W
Q0080,YEL051W
Q0080,Q0085
Q0080,YPR036W
Q0080,YJR121W
Q0080,YOR332W
Q0080,YHR026W
Q0080,YDL185W
Q0080,YDR298C
Q0080,YPL078C
Q0080,YCL005WA
Q0080,YDR377W
Q0080,YKL016C
Q0080,YBR127C
Q0080,YMR267W
Q0080,YDL004W
Q0080,YOR270C
Q0080,YMR054W
Q0080,YBL099W
Q0080,Q0130
Q0080,YBR039W
Q0080,YKL080W
Q0080,YLR393W
Q0080,YLR447C
Q0080,YOL077WA
Q0080,YML081CA
Q0080,YEL027W
Q0080,YPR020W
Q0080,YLR295C
Q0080,YPL234C
Q0080,YBR011C
Q0080,YDR322CA
Q0080,YLR203C
Q0080,YHR039CA
Q0085,YHR039CA
Q0085,YOR020WA
Q0085,YPL271W
Q0085,YJR090C
Q0085,YEL051W
Q0085,YPR036W
Q0085,YGR020C
Q0085,YOR332W
Q0085,YKL016C
Q0085,YMR267W
Q0085,YOR270C
Q0085,YER154W
Q0085,YGR062C
Q0085,YLR447C
Q0085,YLR393W
Q0085,YOL077WA
Q0085,YPL234C
Q0085,YLR295C
Q0085,YBR011C
Q0085,YLR203C
Q0085,YJR119C
Q0085,YJR121W
Q0085,YDL185W
Q0085,YHR026W
Q0085,YDR298C
Q0085,YPL078C
Q0085,YCL005WA
Q0085,YDR377W
Q0085,YBR127C
Q0085,YDL004W
Q0085,YMR176W
Q0085,YMR054W
Q0085,YBL099W
Q0085,Q0275
Q0085,Q0130
Q0085,YBR039W
Q0085,YKL080W
Q0085,Q0080
Q0085,YML081CA
Q0085,YDR322CA
Q0085,YPR020W
Q0085,YEL027W
Q0105,YGR183C
Q0105,YHR051W
Q0105,YIL111W
Q0105,YGL187C
Q0105,YDR231C
Q0105,YHR024C
Q0105,Q0120
Q0105,YNR018W
Q0105,YLR038C
Q0105,Q0045
Q0105,YNL052W
Q0105,YGR174C
Q0105,YLR395C
Q0105,YGL226W
Q0105,YEL039C
Q0105,YHR001WA
Q0105,Q0065
Q0105,YPR191W
Q0105,YDL067C
Q0105,Q0275
Q0105,YMR256C
Q0105,YML030W
Q0105,Q0060
Q0105,YPL215W
Q0105,YGL191W
Q0105,YEL024W
Q0105,YIR024C
Q0105,YFR033C
Q0105,YDR529C
Q0105,YOR065W
Q0105,YDR197W
Q0105,YJR048W
Q0105,YKL192C
Q0105,YJL166W
Q0105,YLR163C
Q0105,YBL045C
Q0105,Q0250
Q0105,YDR119WA
Q0105,Q0070
