geneA,geneB
YGR095C,YOR076C
YOR001W,YNL232W
YOR001W,YHR069C
YOR001W,YOL142W
YOR001W,YDL111C
YOR001W,YCR035C
YOR001W,YOR001W
YOR001W,YGR195W
YJL148W,YNL113W
YBR154C,YNL113W
YBR154C,YDL150W
YJL011C,YOR207C
YJL011C,YJL011C
YJL011C,YKL144C
YKL144C,YJL011C
YJL011C,YNR003C
YJL011C,YKR025W
YJL011C,YPR190C
YJL011C,YOR116C
YKL144C,YNL201C
YKL144C,YOR207C
YKL144C,YNL113W
YKL144C,YNL151C
YKL144C,YNR003C
YKL144C,YKR025W
YKL144C,YDL150W
YKL144C,YPR190C
YKL144C,YOR116C
YNR003C,YNL151C
YNR003C,YNR003C
YNR003C,YPR190C
YNR003C,YOR116C
YOR116C,YNR003C
YNR003C,YBL034C
YPR110C,YOR207C
YPR110C,YNL113W
YOR116C,YOR207C
YOR116C,YKR025W
YOR116C,YPR190C
YOR116C,YOR116C
YOR341W,YBR154C
YBR154C,YOR341W
YOR341W,YPR187W
YJL148W,YBR154C
YBR154C,YJL148W
YJL148W,YPR187W
YNL248C,YBR154C
YBR154C,YNL248C
YNL248C,YPR187W
YIL021W,YOR151C
YIL021W,YIL021W
YIL021W,YJL140W
YIL021W,YBR154C
YBR154C,YIL021W
YIL021W,YDR404C
YIL021W,YPR187W
YBR154C,YOR151C
YBR154C,YJL140W
YBR154C,YBR154C
YBR154C,YDL140C
YDL140C,YBR154C
YBR154C,YPR187W
YBR154C,YPL129W
YBR154C,YGR186W
YBR154C,YGR005C
YKL144C,YBR154C
YKL144C,YPR187W
YPR110C,YBR154C
YBR154C,YPR110C
YPR110C,YPR187W
YDL140C,YOR151C
YDL140C,YJL140W
YDL140C,YDR404C
YDL140C,YDL140C
YDL140C,YPR187W
YGR186W,YIL021W
YGR186W,YGR186W
YOR310C,YNL248C
YOR341W,YPR010C
YOR341W,YOR341W
YOR341W,YJL148W
YJL148W,YOR341W
YOR341W,YOR340C
YOR341W,YNL248C
YNL248C,YOR341W
YOR341W,YPR110C
YPR110C,YOR341W
YJL148W,YPR010C
YJL148W,YJL148W
YJL148W,YOR340C
YJL148W,YNL248C
YNL248C,YJL148W
YJL148W,YPR110C
YPR110C,YJL148W
YJL148W,YER004W
YNL248C,YPR010C
YNL248C,YOR340C
YNL248C,YNL248C
YNL248C,YPR110C
YPR110C,YNL248C
YBR154C,YPR010C
YBR154C,YOR340C
YJL011C,YPR110C
YKL144C,YPR110C
YPR110C,YPR010C
YPR110C,YOR340C
YPR110C,YPR110C
YOR116C,YPR110C
YDR280W,YNL248C
YMR131C,YOR063W
YMR131C,YMR131C
YOR001W,YMR131C
YPL178W,YPL178W
YPL178W,YMR125W
YMR125W,YPL178W
YDR364C,YPL178W
YDR364C,YMR125W
YMR125W,YMR125W
YMR049C,YMR049C
YGR103W,YGR103W
YGR103W,YOR272W
YDR083W,YDR083W
YDR138W,YDL084W
YML062C,YDL084W
YDL084W,YDL084W
YDR138W,YDR138W
YDR138W,YML062C
YML062C,YDR138W
YDR138W,YNL139C
YNL139C,YDR138W
YDR138W,YHR167W
YHR167W,YDR138W
YML062C,YML062C
YML062C,YNL139C
YNL139C,YML062C
YML062C,YHR167W
YHR167W,YML062C
YML062C,YNL253W
YNL139C,YNL139C
YNL139C,YHR167W
YHR167W,YNL139C
YNL139C,YNL253W
YHR167W,YHR167W
YHR167W,YNL253W
YER025W,YIL126W
YMR091C,YPR034W
YMR091C,YMR033W
YMR091C,YMR091C
YMR091C,YLR357W
YMR091C,YDR303C
YDR303C,YMR091C
YMR091C,YKR008W
YMR091C,YLR033W
YLR033W,YMR091C
YMR091C,YCR052W
YMR091C,YFR037C
YFR037C,YMR091C
YMR091C,YML127W
YMR091C,YLR321C
YMR091C,YIL126W
YLR357W,YPR034W
YLR357W,YMR033W
YLR357W,YLR357W
YLR357W,YLR033W
YLR033W,YLR357W
YLR357W,YCR052W
YLR357W,YFR037C
YFR037C,YLR357W
YLR357W,YIL126W
YDR303C,YPR034W
YDR303C,YMR033W
YDR303C,YLR357W
YDR303C,YDR303C
YDR303C,YKR008W
YDR303C,YLR033W
YLR033W,YDR303C
YDR303C,YCR052W
YDR303C,YFR037C
YDR303C,YML127W
YDR303C,YIL126W
YKR008W,YPR034W
YKR008W,YMR033W
YKR008W,YLR357W
YKR008W,YKR008W
YKR008W,YLR033W
YLR033W,YKR008W
YKR008W,YCR052W
YKR008W,YML127W
YKR008W,YLR321C
YKR008W,YIL126W
YLR033W,YPR034W
YLR033W,YMR033W
YLR033W,YLR033W
YLR033W,YCR052W
YLR033W,YFR037C
YFR037C,YLR033W
YLR033W,YML127W
YLR033W,YGR275W
YGR275W,YLR033W
YLR033W,YIL126W
YFR037C,YPR034W
YFR037C,YMR033W
YFR037C,YKR008W
YFR037C,YCR052W
YFR037C,YFR037C
YFR037C,YML127W
YML127W,YFR037C
YFR037C,YLR321C
YFR037C,YIL126W
YML127W,YMR033W
YML127W,YIL126W
YGR275W,YPR034W
YGR275W,YMR033W
YGR275W,YMR091C
YGR275W,YCR052W
YGR275W,YFR037C
YGR275W,YGR275W
YGR275W,YIL126W
YOL135C,YOR174W
YOL135C,YGL151W
YOL135C,YNL236W
YOL135C,YER022W
YER022W,YNL236W
YER022W,YHR041C
YER022W,YER022W
YER022W,YGR104C
YGR104C,YER022W
YGR104C,YOL135C
YGR104C,YGL151W
YGR104C,YLR071C
YGR104C,YNL236W
YGR104C,YHR041C
YGR104C,YGR104C
YAL043C,YBL076C
YBR123C,YBL076C
YBR123C,YBR123C
YBR123C,YGR047C
YBR123C,YOR110W
YBR119W,YBR119W
YBR119W,YML046W
YBR119W,YKL012W
YBR119W,YGR013W
YKL012W,YML046W
YKL012W,YKL012W
YKL012W,YDR235W
YAL043C,YBR119W
YDR240C,YBR119W
YDR240C,YML046W
YDR240C,YKL012W
YDR240C,YIL061C
YDR240C,YGR013W
YDR240C,YHR099W
YAL043C,YNL313C
YNL313C,YNL313C
YGL043W,YGL043W
YBR154C,YGL043W
YDR101C,YDR101C
YDR101C,YOR312C
YDR101C,YBR031W
YDR101C,YLL045C
YDR101C,YJL122W
YJL122W,YDR101C
YOL041C,YLL045C
YHR052W,YHR052W
YJL122W,YHR052W
YOL041C,YOL077C
YOL041C,YOL041C
YOL041C,YLR196W
YLR196W,YLR196W
YLR410W,YLR196W
YGR245C,YKR048C
YLR410W,YKR048C
YBR267W,YKR048C
YBR267W,YBR267W
YKR079C,YKR048C
YKR079C,YKR079C
YOR112W,YKR048C
YHR089C,YDR365C
YDR365C,YDR365C
YGL043W,YEL055C
YJL033W,YHR196W
YJL109C,YJL109C
YJL109C,YDR398W
YDR324C,YPL126W
YDR324C,YMR093W
YDR324C,YDR324C
YGR128C,YDR398W
YGR128C,YGR128C
YHR196W,YDR398W
YHR196W,YHR196W
YLR410W,YLR410W
YOR112W,YOR112W
YLR418C,YLR418C
YER164W,YER164W
YOL145C,YOL145C
YOR123C,YOR123C
YBR279W,YBR279W
YML069W,YML069W
YGL244W,YGL244W
YGL207W,YGL207W
YLR410W,YML069W
YIL035C,YIL035C
YIL035C,YOR061W
YOR061W,YIL035C
YIL035C,YGL019W
YIL035C,YOR039W
YOR039W,YIL035C
YOR061W,YOR061W
YOR061W,YGL019W
YOR061W,YOR039W
YOR039W,YOR061W
YOR039W,YGL019W
YOR039W,YOR039W
YML069W,YIL035C
YML069W,YOR061W
YML069W,YGL019W
YML069W,YOR039W
YKL088W,YIL035C
YKL088W,YOR061W
YIL035C,YCL031C
YGR090W,YGR090W
YKL088W,YGR090W
YKL088W,YKR072C
YKL088W,YKL088W
YKL088W,YOR054C
YMR091C,YHR027C
YHR027C,YHR027C
YHR027C,YHR200W
YHR200W,YHR027C
YHR027C,YFR004W
YHR027C,YFR052W
YHR027C,YIL075C
YHR027C,YER021W
YHR027C,YDL147W
YHR027C,YDL097C
YDL097C,YHR027C
YHR027C,YOR261C
YOR261C,YHR027C
YHR027C,YDR427W
YHR027C,YKL145W
YHR027C,YDL007W
YHR027C,YDR394W
YHR027C,YGL048C
YHR027C,YFR010W
YFR010W,YHR027C
YHR200W,YHR200W
YHR200W,YFR004W
YHR200W,YFR052W
YHR200W,YIL075C
YHR200W,YER021W
YHR200W,YDL147W
YHR200W,YDL097C
YHR200W,YPR108W
YHR200W,YDR427W
YHR200W,YKL145W
YHR200W,YDR394W
YHR200W,YGL048C
YDL097C,YFR004W
YDL097C,YDL147W
YDL097C,YDL097C
YDL097C,YPR108W
YDL097C,YOR261C
YOR261C,YDL097C
YDL097C,YDR427W
YDL097C,YKL145W
YDL097C,YGL048C
YGL048C,YDL097C
YDL097C,YDL025C
YOR261C,YFR052W
YOR261C,YIL075C
YOR261C,YER021W
YOR261C,YDR427W
YGL048C,YFR004W
YGL048C,YFR052W
YGL048C,YDL147W
YGL048C,YPR108W
YGL048C,YOR261C
YGL048C,YDR427W
YGL048C,YKL145W
YGL048C,YDL007W
YGL048C,YGL048C
YFR010W,YIL075C
YFR010W,YPR108W
YFR010W,YOR261C
YFR010W,YDR427W
YFR010W,YKL145W
YFR010W,YDR394W
YFR010W,YFR010W
YER025W,YMR309C
YER025W,YBR079C
YER025W,YPR041W
YMR309C,YLR192C
YMR309C,YMR309C
YMR309C,YOR361C
YOR361C,YMR309C
YMR309C,YBR079C
YMR309C,YMR146C
YMR309C,YDR429C
YDR429C,YMR309C
YMR309C,YPR041W
YOR361C,YLR192C
YOR361C,YOR361C
YOR361C,YBR079C
YOR361C,YMR146C
YOR361C,YDR429C
YDR429C,YOR361C
YOR361C,YPR041W
YDR091C,YLR192C
YDR091C,YMR309C
YDR429C,YLR192C
YDR429C,YBR079C
YDR429C,YMR146C
YDR429C,YDR429C
YOR260W,YOR260W
YOR260W,YER025W
YER025W,YOR260W
YOR260W,YGR083C
YOR260W,YDR211W
YDR211W,YOR260W
YOR260W,YLR291C
YOR260W,YPL237W
YER025W,YER025W
YER025W,YGR083C
YER025W,YDR211W
YDR211W,YER025W
YER025W,YLR291C
YER025W,YPL237W
YDR211W,YFL039C
YDR211W,YGR083C
YDR211W,YDR211W
YDR211W,YLR291C
YDR211W,YPL237W
YGR159C,YPL237W
YOR361C,YPL237W
YPL178W,YLR347C
YLR347C,YLR347C
YLR347C,YNL189W
YNL189W,YLR347C
YOR310C,YLR347C
YOR310C,YNL189W
YGR103W,YLR347C
YGR103W,YNL189W
YOR361C,YLR347C
YNL139C,YLR347C
YNL139C,YNL189W
YOR001W,YLR347C
YOR001W,YNL189W
YDR083W,YLR347C
YDR083W,YNL189W
YFR037C,YLR347C
YDR240C,YLR347C
YGR104C,YNL189W
YNL189W,YNL189W
YMR125W,YNL189W
YDR091C,YDR091C
YDR091C,YLR340W
YDR091C,YNL260C
YDR364C,YDR364C
YDR364C,YLL036C
YLL036C,YMR213W
YLL036C,YLR117C
YLL036C,YLL036C
YKL059C,YLR115W
YKL059C,YAL043C
YAL043C,YKL059C
YKL059C,YLR277C
YAL043C,YDR301W
YAL043C,YER133W
YAL043C,YNL317W
YAL043C,YAL043C
YAL043C,YDR195W
YAL043C,YNL222W
YAL043C,YLR277C
YLR432W,YHR216W
YLR432W,YLR432W
YLR432W,YML056C
YJL050W,YLR432W
YGR173W,YGR173W
YGR173W,YDR152W
YDR152W,YGR173W
YDR152W,YDR152W
YDR365C,YDR152W
YDR293C,YDR293C
YPR103W,YER012W
YPR103W,YOR362C
YPR103W,YPR103W
YPR103W,YJL001W
YPR103W,YMR314W
YPR103W,YOL038W
YOL038W,YPR103W
YPR103W,YBL041W
YPR103W,YML092C
YML092C,YPR103W
YPR103W,YGR135W
YPR103W,YOR157C
YPR103W,YGR253C
YPR103W,YGL011C
YPR103W,YLL040C
YOL038W,YER012W
YOL038W,YOR362C
YOL038W,YMR314W
YOL038W,YOL038W
YOL038W,YBL041W
YOL038W,YML092C
YML092C,YOL038W
YOL038W,YGR135W
YOL038W,YGL011C
YML092C,YER012W
YML092C,YOR362C
YML092C,YJL001W
YML092C,YMR314W
YML092C,YBL041W
YML092C,YGR135W
YML092C,YOR157C
YML092C,YGR253C
YML092C,YGL011C
YML092C,YLL040C
YNL141W,YNL141W
YBL074C,YBL074C
YOR335C,YOR335C
YDR361C,YDR361C
YDR361C,YBL087C
YDR361C,YPL208W
YAL021C,YAL021C
YAL021C,YNR052C
YCR093W,YAL021C
YCR093W,YCR093W
YMR128W,YMR128W
YHR085W,YHR085W
YHR085W,YHR197W
YHR085W,YNL182C
YGL099W,YGL099W
YGL122C,YBR017C
YGL122C,YGL122C
YMR080C,YMR080C
YJL061W,YJL061W
YBL017C,YBL017C
YDR496C,YDR496C
YPL212C,YPL212C
YNL292W,YNL292W
YOL010W,YPL217C
YOL010W,YOL010W
YBR049C,YBR049C
YNL282W,YNL221C
YNL282W,YBR257W
YNL282W,YHR062C
YMR239C,YMR239C
YDL051W,YDL051W
YDL051W,YPL243W
YDL051W,YPL210C
YIL078W,YIL078W
YDR172W,YDR172W
YDR172W,YBR143C
YDR120C,YGL111W
YDR120C,YDR120C
YDL112W,YDL112W
YBR061C,YBR061C
YPL183C,YBR061C
YPL183C,YPL183C
YLR435W,YLR435W
YLR222C,YLR222C
YJL069C,YJL069C
YLR409C,YLR409C
YBL039C,YBL039C
YBR025C,YBR025C
YKL014C,YKL014C
YGR187C,YDR385W
YGR187C,YGR187C
YBR236C,YOR151C
YBR236C,YML010W
YNR016C,YJR064W
YNR016C,YDL047W
YDL047W,YNR016C
YNR016C,YLR386W
YLR359W,YOR361C
YMR300C,YAL012W
YMR300C,YMR235C
YPR180W,YOL086C
YPR180W,YDR390C
YPR180W,YLR249W
YLR127C,YNL172W
YLR127C,YKL022C
YLR127C,YHR166C
YLR127C,YBL084C
YBR128C,YDL185W
YBR128C,YPL120W
YKL135C,YPR029C
YKL135C,YPL259C
YKL135C,YHL019C
YKL135C,YLR170C
YKL135C,YBR084W
YKL135C,YPR010C
YBL037W,YJR005W
YBL037W,YOL062C
YBL037W,YJR058C
YPL195W,YGR261C
YGR261C,YPL195W
YPL195W,YBR288C
YPL195W,YJL024C
YPL195W,YGL019W
YGR261C,YBR288C
YBR288C,YGR261C
YGR261C,YHR174W
YIL062C,YLR370C
YLR370C,YIL062C
YIL062C,YKL013C
YIL062C,YNR035C
YNR035C,YIL062C
YIL062C,YJR065C
YJR065C,YIL062C
YLR370C,YKL013C
YLR370C,YNR035C
YNR035C,YLR370C
YLR370C,YDL029W
YDL029W,YLR370C
YLR370C,YJR065C
YJR065C,YLR370C
YLR370C,YGR240C
YLR370C,YOR361C
YNR035C,YKL013C
YNR035C,YBR234C
YBR234C,YNR035C
YNR035C,YDL029W
YDL029W,YNR035C
YNR035C,YJR065C
YJR065C,YNR035C
