geneA,geneB
YPR001W,YPR002W
YMR142C,YML073C
YPR002W,YPR001W
YBR191W,YBR189W
YBR189W,YBR191W
YCR012W,YOL086C
YGL030W,YHR021C
YER070W,YDL003W
YDL003W,YER070W
YOL086C,YCR012W
YDR064W,YNL069C
YNL069C,YDR064W
YHR021C,YGL030W
YML073C,YMR142C
YLR393W,YLR394W
YGL021W,YMR001C
YMR001C,YGL021W
YCR057C,YCR072C
YBR038W,YLR131C
YCR072C,YCR057C
YKL180W,YGL076C
YGL076C,YKL180W
YLR131C,YBR038W
YMR142C,YBL092W
YMR142C,YIL052C
YLR395C,YGL187C
YOL127W,YDL075W
YNL302C,YHR010W
YDL075W,YOL127W
YJR121W,YBL045C
YBL092W,YMR142C
YJL177W,YML073C
YMR131C,YHR170W
YML093W,YCL054W
YGL187C,YLR395C
YIL052C,YMR142C
YCL054W,YML093W
YML073C,YJL177W
YHR010W,YNL302C
YGR214W,YLL045C
YBL045C,YJR121W
YHR170W,YMR131C
YLL045C,YGR214W
YBR202W,YEL032W
YJL109C,YPL012W
YNL066W,YLR286C
YPL012W,YJL109C
YNL327W,YDL179W
YDL179W,YNL327W
YCL030C,YNL220W
YEL032W,YBR202W
YLR286C,YNL066W
YNL220W,YCL030C
YJL034W,YML130C
YBR189W,YGL076C
YOL031C,YKL073W
YBL004W,YOR341W
YOR341W,YBL004W
YOL127W,YDR500C
YKL073W,YOL031C
YML130C,YJL034W
YMR314W,YGR253C
YGR253C,YMR314W
YGL076C,YBR189W
YBR034C,YGR159C
YDR500C,YOL127W
YGR159C,YBR034C
YOL055C,YPL214C
YOR234C,YMR194W
YBR191W,YPL143W
YMR194W,YOR234C
YMR229C,YPL012W
YPL214C,YOL055C
YPL012W,YMR229C
YNL096C,YLR448W
YBL092W,YER056CA
YLR448W,YNL096C
YER056CA,YBL092W
YER056CA,YPL143W
YPL143W,YBR191W
YPL143W,YER056CA
YDR377W,YBR039W
YDR377W,YLR038C
YBL002W,YDR225W
YDL112W,YKL014C
YDR225W,YBL002W
YMR314W,YFR050C
YPL106C,YLL024C
YFR050C,YMR314W
YKL014C,YDL112W
YBR039W,YDR377W
YLL024C,YPL106C
YLR038C,YDR377W
YDR146C,YAR018C
YDL147W,YDL007W
YOL127W,YGL030W
YOR027W,YLL024C
YGL030W,YOL127W
YAR018C,YDR146C
YDL007W,YGL048C
YDL007W,YDL147W
YLL024C,YOR027W
YGL048C,YDL007W
YNL178W,YGL103W
YDR146C,YOR025W
YMR217W,YDL229W
YAL005C,YLL024C
YIL094C,YIR034C
YDL082W,YLR448W
YDR457W,YHR099W
YLR448W,YDL082W
YMR314W,YGR135W
YGL103W,YNL178W
YIR034C,YIL094C
YLL024C,YAL005C
YPL131W,YGL076C
YHR099W,YDR457W
YOR025W,YDR146C
YGL076C,YPL131W
YGR135W,YMR314W
YDL229W,YMR217W
YKL185W,YKL164C
YKL164C,YKL185W
YPR020W,YKL016C
YMR142C,YGR148C
YDR377W,YGR183C
YDL148C,YDL153C
YNL302C,YLR061W
YDR447C,YHR010W
YGL031C,YER056CA
YKL016C,YPR020W
YGR183C,YDR377W
YGR148C,YMR142C
YIL125W,YKL148C
YIR034C,YNR050C
YNR050C,YIR034C
YGL123W,YPL131W
YPL131W,YGL123W
YPL160W,YBL076C
YER012W,YFR052W
YDL153C,YDL148C
YKL148C,YIL125W
YHR051W,YBL045C
YGL189C,YER056CA
YMR015C,YNL111C
YBL076C,YPL160W
YHR010W,YDR447C
YLR061W,YNL302C
YBL045C,YHR051W
YNL111C,YMR015C
YFR052W,YER012W
YER056CA,YGL031C
YER056CA,YGL189C
YGR142W,YDR171W
YIL094C,YBR291C
YOL127W,YGL103W
YGL031C,YML063W
YML063W,YGL031C
YKR069W,YNL277W
YFR050C,YML092C
YER021W,YDR427W
YGL103W,YOL127W
YBR291C,YIL094C
YNL277W,YKR069W
YDR427W,YER021W
YML092C,YFR050C
YDR171W,YGR142W
YDR497C,YJR073C
YJR073C,YDR497C
YER012W,YGR135W
YPL093W,YDR101C
YML072C,YBR086C
YDR101C,YPL093W
YGR135W,YER012W
YBR086C,YML072C
YOL038W,YGR253C
YLR216C,YNL281W
YNL064C,YPL106C
YDL147W,YDL097C
YMR032W,YLR190W
YGL021W,YBR038W
YNL281W,YLR216C
YLR190W,YMR032W
YPL106C,YNL064C
YBR038W,YGL021W
YGR253C,YOL038W
YDL097C,YDL147W
YIL052C,YLR185W
YKR095W,YDL058W
YDR500C,YPL143W
YDL058W,YKR095W
YPL143W,YDR500C
YLR185W,YIL052C
YER038C,YER037W
YER037W,YER038C
YPL154C,YMR297W
YHR005C,YOR212W
YPR108W,YOR117W
YFR030W,YKR069W
YFR030W,YNL277W
YJR073C,YER026C
YDL075W,YGL189C
YKR069W,YFR030W
YPL249CA,YER056CA
YPR036WA,YCR005C
YDL004W,YGL187C
YMR297W,YPL154C
YDR148C,YKL085W
YML027W,YMR199W
YDL097C,YGL011C
YGL011C,YDL097C
YOR212W,YHR005C
YGL187C,YDL004W
YMR199W,YML027W
YGL189C,YDL075W
YEL024W,YLL041C
YNL277W,YFR030W
YDL130W,YLR061W
YCR005C,YPR036WA
YLR061W,YDL130W
YKL085W,YDR148C
YLL041C,YEL024W
YER026C,YJR073C
YER056CA,YPL249CA
YOR117W,YPR108W
YMR116C,YGL123W
YHL043W,YHL042W
YJL001W,YFR050C
YFR050C,YJL001W
YHL042W,YHL043W
YGL123W,YMR116C
YJR092W,YLR131C
YGR192C,YBR196C
YBR196C,YGR192C
YDR457W,YER172C
YPR191W,YML120C
YOR063W,YLR029C
YER172C,YDR457W
YOL086C,YLR044C
YPR160W,YMR105C
YML120C,YPR191W
YLR029C,YOR063W
YLR044C,YOL086C
YMR105C,YPR160W
YLR131C,YJR092W
YGL120C,YMR049C
YNL018C,YNL034W
YMR142C,YJR123W
YBR191W,YKL006W
YNR067C,YER124C
YNR066C,YNR065C
YNR065C,YNR066C
YOL127W,YHR010W
YPR167C,YKR069W
YNL052W,YLR038C
YKR069W,YPR167C
YPL249CA,YDR500C
YKL006W,YBR191W
YMR049C,YGL120C
YNL034W,YNL018C
YLR038C,YNL052W
YIL052C,YER056CA
YHR010W,YOL127W
YER124C,YNR067C
YJR123W,YMR142C
YDR500C,YPL249CA
YER056CA,YIL052C
YNR067C,YDL179W
YNR067C,YHR143W
YBR189W,YPL079W
YKL152C,YOL086C
YPL079W,YBR189W
YPL243W,YPL210C
YLR258W,YPR160W
YDL143W,YDR212W
YKL141W,YLL041C
YMR188C,YMR193W
YBL092W,YML073C
YBR222C,YEL020C
YDR212W,YDL143W
YHR143W,YNR067C
YDL179W,YNR067C
YOL086C,YKL152C
YLR422W,YIL129C
YPR160W,YLR258W
YPL210C,YPL243W
YDL097C,YFR052W
YMR193W,YMR188C
YOR157C,YOR117W
YEL020C,YBR222C
YML073C,YBL092W
YIL129C,YLR422W
YLL041C,YKL141W
YFR052W,YDL097C
YOR117W,YOR157C
YDR345C,YHR094C
YNL308C,YMR269W
YDL143W,YJR064W
YHR094C,YDR345C
YHL001W,YOL121C
YMR269W,YNL308C
YLL008W,YPR112C
YPR112C,YLL008W
YJR064W,YDL143W
YOL121C,YHL001W
YNL007C,YDR258C
YGL191W,YGL187C
YML024W,YHR010W
YPL234C,YEL027W
YDR258C,YNL007C
YOR167C,YHR021C
YBL092W,YJR123W
YEL027W,YPL234C
YGL234W,YNL220W
YHR021C,YOR167C
YGL187C,YGL191W
YGL189C,YDR500C
YHR010W,YML024W
YJR123W,YBL092W
YNL220W,YGL234W
YDR500C,YGL189C
YJR016C,YLR355C
YNL058C,YAR018C
YJL136C,YDR500C
YIL094C,YDR234W
YAR018C,YGL116W
YAR018C,YNL058C
YHR200W,YMR314W
YDR234W,YIL094C
YMR314W,YHR200W
YGL116W,YAR018C
YLR355C,YJR016C
YDR500C,YJL136C
YPL163C,YMR305C
YDL182W,YNR050C
YBR191W,YML024W
YLR383W,YFL008W
YDR116C,YDR322W
YNL064C,YGR211W
YML024W,YBR191W
YAR009C,YBL100WB
YER127W,YHR066W
YGL245W,YGL105W
YPL256C,YOL007C
YDR234W,YBR291C
YDR234W,YNR050C
YGR211W,YNL064C
YLL040C,YBR140C
YLR448W,YML073C
YGL105W,YGL245W
YMR305C,YPL163C
YNR050C,YDL182W
YNR050C,YDR234W
YDR322W,YDR116C
YBR291C,YDR234W
YBR049C,YKL112W
YAR002CA,YGL200C
YFL008W,YLR383W
YNL061W,YER006W
YGL200C,YAR002CA
YHR066W,YER127W
YML073C,YLR448W
YOL007C,YPL256C
YKL112W,YBR049C
YBR140C,YLL040C
YBL100WB,YAR009C
YER006W,YNL061W
YDL126C,YHR027C
YML063W,YBL092W
YPL249CA,YBL092W
YBL092W,YGL103W
YBL092W,YML063W
YBL092W,YPL249CA
YJL177W,YER131W
YGL103W,YBL092W
YKL180W,YNL069C
YHR027C,YDL126C
YNL069C,YKL180W
YGL011C,YML092C
YER131W,YJL177W
YJR123W,YGL076C
YGL076C,YJR123W
YML092C,YGL011C
YCR093W,YHR099W
YDR322CA,YLR038C
YKL082C,YMR269W
YER094C,YER012W
YMR269W,YKL082C
YER012W,YER094C
YLR038C,YDR322CA
YHR099W,YCR093W
YDR322CA,YDR529C
YEL069C,YNR072W
YOL040C,YNL069C
YGL055W,YKL182W
YBR189W,YJL177W
YCR012W,YJR009C
YBL041W,YGR253C
YOR027W,YBR101C
YPR143W,YPL146C
YPL249CA,YML073C
YJL177W,YBR189W
YKL182W,YGL055W
YDL004W,YDR529C
YBR101C,YOR027W
YGR253C,YBL041W
YNR072W,YEL069C
YNL069C,YOL040C
YML073C,YPL249CA
YGL077C,YNL169C
YNL169C,YGL077C
YPL146C,YPR143W
YJR009C,YCR012W
YDR529C,YDL004W
YDR529C,YDR322CA
YDR023W,YIL078W
YHR005C,YLR452C
YLR452C,YHR005C
YGR165W,YEL050C
YBR005W,YMR316W
YKL082C,YER002W
YER002W,YKL082C
YMR316W,YBR005W
YPR191W,YGL187C
YBR126C,YDR074W
YGL187C,YPR191W
YEL050C,YGR165W
YDR074W,YBR126C
YML073C,YLR185W
YIL078W,YDR023W
YLR185W,YML073C
YNL178W,YMR116C
YCL064C,YIL051C
YMR116C,YNL178W
YBR191W,YLR061W
YBR191W,YKL180W
YLR340W,YPL131W
YJL136C,YKR057W
YOL127W,YIL052C
YNL082W,YDR097C
YJL200C,YIR034C
YIR034C,YJL200C
YPL131W,YLR340W
YER012W,YGL011C
YKL180W,YBR191W
YKR057W,YJL136C
YKR080W,YGL234W
YGL011C,YER012W
YGL234W,YKR080W
YIL052C,YOL127W
YLR044C,YKL060C
YDR097C,YJL074C
YDR097C,YNL082W
YLR061W,YBR191W
YIL051C,YCL064C
YJL074C,YDR097C
YKL060C,YLR044C
YGR103W,YLR197W
YLR197W,YGR103W
YML063W,YOR096W
YDR457W,YLL040C
YNL082W,YFL008W
YLL040C,YDR457W
YJL001W,YGR253C
YOR096W,YML063W
YGR253C,YJL001W
YFL008W,YNL082W
YBL045C,YLL041C
YJR066W,YIL129C
YIL129C,YJR066W
YLL041C,YBL045C
YMR300C,YGR061C
YBR191W,YPL079W
YPL079W,YBR191W
YKR085C,YGL068W
YGR061C,YMR300C
YGR253C,YGR135W
YGL068W,YKR085C
YGR135W,YGR253C
YPR108W,YKL145W
YGL031C,YIL052C
YEL077C,YBL113C
YCR031C,YLL045C
YKL082C,YMR014W
YHR143W,YBR158W
YBL113C,YEL077C
YOL086C,YJR009C
YGL189C,YLR061W
YIL052C,YGL031C
YBR158W,YHR143W
YMR014W,YKL082C
YLR061W,YGL189C
YKL145W,YPR108W
YLL045C,YCR031C
YJR009C,YOL086C
YMR093W,YJL069C
YPL126W,YPR112C
YBR207W,YFL041W
YLR087C,YHR099W
YGL191W,YGR183C
YBR121C,YIL078W
YER091C,YLR180W
YFL041W,YBR207W
YFR032CA,YLR185W
YJL177W,YGR148C
YGR183C,YGL191W
YBR029C,YER026C
YGR148C,YJL177W
YPR112C,YPL126W
YHR099W,YLR087C
YIL078W,YBR121C
YJL069C,YMR093W
YLR180W,YER091C
YER026C,YBR029C
YLR185W,YFR032CA
YNL178W,YLR167W
YMR116C,YLR340W
YBR189W,YLL045C
YBR189W,YDL082W
YLR340W,YMR116C
YLR048W,YKL180W
YLR048W,YNL069C
YDL082W,YBR189W
YMR001C,YBR038W
YDR394W,YDL007W
YNL082W,YLR103C
YKL016C,YHR051W
YDL007W,YDR394W
YBR038W,YMR001C
YBR039W,YHR051W
YLR167W,YNL178W
YGL147C,YPR102C
YKL180W,YLR048W
YLR344W,YLR333C
YKL120W,YER073W
YNL069C,YLR048W
YNL069C,YGR214W
YPR102C,YGL147C
YHR051W,YKL016C
YHR051W,YBR039W
YER073W,YKL120W
YLR103C,YNL082W
YGR214W,YNL069C
YLR333C,YLR344W
YLL045C,YBR189W
YMR217W,YLR249W
YLR340W,YOR063W
YML024W,YHR021C
YFR033C,YDR529C
YJR143C,YLR083C
YOR063W,YLR340W
YIR034C,YBR115C
YJL008C,YIL142W
YIL142W,YJL008C
YBR115C,YIR034C
YLR083C,YJR143C
YPL093W,YGR159C
YGR254W,YKL060C
YHR021C,YML024W
YML073C,YLR061W
YLR061W,YML073C
YBR140C,YOL081W
YLR249W,YMR217W
YKL060C,YGR254W
YDR529C,YFR033C
YOL081W,YBR140C
YGR159C,YPL093W
YNL134C,YLR460C
YLR395C,YHR001WA
YJL109C,YMR229C
YBR189W,YNL302C
YPL078C,YJR121W
YJL136C,YGL189C
YPL242C,YHR023W
YHR023W,YPL242C
YMR229C,YJL109C
YOL127W,YNL302C
YPR167C,YJR137C
YMR032W,YLR131C
YNL302C,YBR189W
YNL302C,YOR096W
YNL302C,YML063W
YNL302C,YOL127W
YJR121W,YPL078C
YML063W,YNL302C
YPR137W,YJL069C
YGL029W,YLR068W
YGL030W,YLR167W
YPL249CA,YIL052C
YDR394W,YFR050C
YJL020C,YBL047C
YJL001W,YPR103W
YFR050C,YDR394W
YFR050C,YER012W
YKL014C,YJR041C
YLR460C,YNL134C
YOR096W,YNL302C
YLR167W,YGL030W
YHR001WA,YLR395C
YER012W,YFR050C
YPR157W,YGR138C
YPR103W,YJL001W
YGL189C,YJL136C
YIL052C,YPL249CA
YBL047C,YJL020C
YLR068W,YGL029W
YBR140C,YKL203C
YJL069C,YPR137W
YJR137C,YPR167C
YLR131C,YMR032W
YGR138C,YPR157W
YJR041C,YKL014C
YKL203C,YBR140C
YPR020W,YDR298C
YKL172W,YNL308C
YJL039C,YML103C
YNL007C,YLL026W
YLL026W,YNL007C
YMR142C,YBR191W
YML103C,YJL039C
YBR191W,YMR142C
YNL308C,YKL172W
YGL037C,YBR126C
YDR298C,YPR020W
YPL249CA,YLR185W
YDR158W,YBR249C
YBL099W,YBL045C
YBR039W,YGL187C
YOR096W,YLR441C
YBR249C,YDR158W
YBR126C,YGL037C
YGL187C,YBR039W
YOL007C,YNL289W
YBL045C,YBL099W
YNL289W,YOL007C
YLR441C,YOR096W
YLR185W,YPL249CA
YNL178W,YGL030W
YNL178W,YML063W
YDR146C,YLR131C
YJR092W,YHR023W
YHR023W,YJR092W
YPL019C,YGR233C
YGR233C,YPL019C
YGR233C,YER072W
YML063W,YNL178W
YGL030W,YNL178W
YOR096W,YNL069C
YNL069C,YOR096W
YEL024W,YDR529C
YER072W,YGR233C
YLR131C,YDR146C
YDR529C,YEL024W
YMR032W,YGL021W
YGL021W,YMR032W
YDL143W,YJL008C
YPL256C,YMR199W
YOR167C,YLR388W
YML100W,YMR105C
YMR314W,YKL145W
YPL106C,YMR186W
YMR108W,YER052C
YLR388W,YOR167C
YJL008C,YDL143W
YLR167W,YGL147C
YGL147C,YLR167W
YPL240C,YFL016C
YGR254W,YJR009C
YMR199W,YPL256C
YDR214W,YMR186W
YMR186W,YDR214W
YMR186W,YPL106C
YFL016C,YPL240C
YKL145W,YMR314W
YMR105C,YML100W
YER052C,YMR108W
YJR009C,YGR254W
YGR060W,YGR175C
YOR128C,YGR061C
YGR175C,YGR060W
YBR191W,YBL092W
YER090W,YGL026C
YBL092W,YHR010W
YBL092W,YBR191W
YKL006W,YDL130W
YGR061C,YOR128C
YDL130W,YKL006W
YGL026C,YER090W
YHR010W,YBL092W
YDL061C,YLR185W
YBR189W,YML063W
YAR008W,YLR103C
YJL136C,YGL031C
YAR007C,YNL312W
YGL031C,YJL136C
YDL082W,YKL180W
YML063W,YBR189W
YML063W,YML073C
YCL027W,YCL055W
YGR183C,YHR001WA
YNL327W,YLR286C
YHR001WA,YGR183C
YKL180W,YDL082W
YHR085W,YHR169W
YNL312W,YAR007C
YEL050C,YLR069C
YML073C,YML063W
YLR069C,YEL050C
YLR103C,YAR008W
YCL055W,YCL027W
YPL217C,YPL043W
YLR286C,YNL327W
YPL043W,YPL217C
YHR169W,YHR085W
YHR183W,YPR074C
YPR074C,YHR183W
YLR185W,YDL061C
YEL011W,YFR015C
YMR142C,YCR031C
YPL163C,YOL007C
YOL040C,YOL039W
YOL039W,YOL040C
YNL064C,YMR186W
YOL127W,YGL031C
YGL031C,YOL127W
YFR015C,YEL011W
YCR031C,YMR142C
YDR148C,YLL041C
YMR186W,YNL064C
YOL007C,YPL163C
YLL041C,YDR148C
YPR020W,YDR322CA
YDR322CA,YPR020W
YDR146C,YPR119W
YBR146W,YKR006C
YBL039C,YNL248C
YML024W,YBL092W
YNL102W,YBL035C
YNL302C,YGR027C
YBR196C,YOL086C
YPR119W,YDR146C
YMR031C,YGR130C
YPR120C,YGR109C
YBL092W,YML024W
YJL177W,YIL133C
YDL007W,YFR004W
YIL133C,YJL177W
YGR109C,YPR120C
YBL099W,YBR039W
YBR039W,YBL099W
YGR027C,YNL302C
YOL086C,YBR196C
YKR006C,YBR146W
YBL035C,YNL102W
YFR004W,YDL007W
YNL248C,YBL039C
YGR130C,YMR031C
YNL178W,YGL031C
YDL182W,YDL131W
YBR189W,YGL123W
YDR298C,YJR077C
YDR298C,YHR051W
YGL031C,YNL178W
YJR077C,YDR298C
YDL131W,YDL182W
YLR438W,YPL111W
YGL123W,YBR189W
YOR086C,YML072C
YMR256C,YLR038C
YDR465C,YMR290C
YFL008W,YJL074C
YLR038C,YMR256C
YHR019C,YGL202W
YHR051W,YDR298C
YGL202W,YHR019C
YKL143W,YIL019W
YML072C,YOR086C
YIL019W,YKL143W
YJL074C,YFL008W
YMR290C,YDR465C
YPL111W,YLR438W
YMR142C,YML063W
YPR019W,YGL201C
YJL190C,YML063W
YNL065W,YBR105C
YLR087C,YKR054C
YGL191W,YHR001WA
YMR253C,YMR252C
YIL094C,YBR115C
YMR252C,YMR253C
YJR077C,YBR039W
YML063W,YMR142C
YML063W,YJL190C
YBR105C,YNL065W
YKR054C,YLR087C
YHL040C,YLR136C
YLR136C,YHL040C
YMR305C,YMR307W
YMR307W,YMR305C
YER021W,YFR052W
YBR039W,YJR077C
YNL209W,YLR249W
YHR001WA,YGL191W
YMR049C,YER006W
YHR027C,YIL075C
YBR115C,YIL094C
YGL201C,YPR019W
YIL075C,YHR027C
YLR249W,YNL209W
YFR052W,YER021W
YER006W,YMR049C
YIL140W,YOL007C
YER110C,YOR341W
YLR216C,YLR259C
YOR341W,YER110C
YHR208W,YER073W
YLR258W,YML100W
YIL074C,YJR010W
YGL031C,YHR010W
YML063W,YNL069C
YOR027W,YLR259C
YLR259C,YLR216C
YLR259C,YOR027W
YML100W,YLR258W
YJR010W,YIL074C
YNL069C,YML063W
YML009C,YNR022C
YER073W,YHR208W
YOL007C,YIL140W
YHR010W,YGL031C
YNR022C,YML009C
YMR142C,YDL082W
YFR033C,YPR191W
YLR075W,YLR167W
YDL082W,YMR142C
YML063W,YLL045C
YPR191W,YFR033C
YBR101C,YFL016C
YLR167W,YLR075W
YHR001WA,YLR038C
YLR038C,YHR001WA
YFL016C,YBR101C
YLL045C,YML063W
YGR128C,YJR041C
YPR020W,YLR038C
YMR142C,YLL045C
YMR142C,YGL076C
YPR019W,YBL023C
YPR108W,YDL007W
YOL040C,YLR048W
YPL078C,YGL187C
YJR092W,YPL242C
YPL242C,YJR092W
YLR048W,YOL040C
YER070W,YBR088C
YDL007W,YPR108W
YLR136C,YMR058W
YNL327W,YER124C
YLR038C,YPR020W
YGL187C,YPL078C
YMR058W,YLR136C
YBL023C,YPR019W
YER124C,YNL327W
YGL076C,YMR142C
YLL045C,YMR142C
YBR088C,YER070W
YJR041C,YGR128C
YPR020W,YGL187C
YDR146C,YGL116W
YJL190C,YGL147C
YGR165W,YDR116C
YGL191W,YDL004W
YOL040C,YML073C
YDR116C,YGR165W
YAL005C,YOR027W
YNL302C,YLR167W
YGL031C,YML073C
YOR027W,YAL005C
YCR031C,YDL081C
YOR167C,YPL143W
YDL081C,YCR031C
YMR001C,YJL051W
YFR032CA,YGL189C
YHL001W,YKL006W
YKL006W,YHL001W
YGR148C,YER056CA
YDL004W,YGL191W
YJL166W,YDR529C
YDL179W,YKL185W
YGL116W,YDR146C
YLR167W,YNL302C
YGL147C,YJL190C
YJL051W,YMR001C
YML120C,YLL041C
YGL187C,YPR020W
YGL189C,YFR032CA
YML073C,YOL040C
YML073C,YGL031C
YLL041C,YML120C
YKL185W,YDL179W
YER056CA,YGR148C
YDR529C,YJL166W
YPL143W,YOR167C
YLR395C,YEL024W
YJL109C,YKL014C
YPR108W,YDR394W
YOL040C,YDL130W
YFR030W,YPR167C
YDL148C,YML093W
YOL016C,YDL234C
YOL039W,YNL069C
YPR167C,YFR030W
YNL102W,YNL273W
YNL273W,YNL102W
YDR394W,YPR108W
YDL234C,YOL016C
YML093W,YDL148C
YKL014C,YJL109C
YBR039W,YDR148C
YGR027C,YLR167W
YLR167W,YGR027C
YDR148C,YBR039W
YNL069C,YOL039W
YHR021C,YDR500C
YEL024W,YLR395C
YDL130W,YOL040C
YDR500C,YHR021C
YKL003C,YMR158W
YMR158W,YKL003C
YDR146C,YPL242C
YLR395C,YNL052W
YPL163C,YNL289W
YGR175C,YMR015C
YJL136C,YLR388W
YPL242C,YDR146C
YMR032W,YJL051W
YGL031C,YOR096W
YNL052W,YLR395C
YML063W,YGL147C
YML063W,YHL015W
YBL092W,YDR064W
YLR388W,YJL136C
YLR388W,YHR021C
YOR096W,YGL031C
YGL147C,YML063W
YDR064W,YBL092W
YJL051W,YMR032W
YGL011C,YGL048C
YHR021C,YLR388W
YMR015C,YGR175C
YGL048C,YGL011C
YHR010W,YGR034W
YNL289W,YPL163C
YGR034W,YHR010W
YHL015W,YML063W
YOL101C,YGL055W
YDR347W,YDR237W
YDL095W,YGL022W
YGL055W,YOL101C
YBR191W,YPR102C
YOL016C,YBR005W
YMR076C,YNL262W
YOL127W,YGL189C
YBR005W,YOL016C
YNL281W,YMR186W
YGL022W,YDL095W
YBL092W,YPL143W
YPR102C,YBR191W
YNL262W,YMR076C
YGL189C,YOL127W
YMR186W,YNL281W
YDL130W,YLR185W
YDR237W,YDR347W
YGR090W,YMR309C
YMR309C,YGR090W
YPL143W,YBL092W
YLR185W,YDL130W
YLR452C,YHR084W
YDR377W,YGL191W
YGL191W,YDR377W
YLR216C,YOR007C
YPL012W,YDR101C
YPL012W,YPL093W
YDL075W,YLR185W
YJL073W,YKL073W
YOR007C,YLR216C
YKL073W,YJL073W
YBL092W,YGL147C
YKL006W,YLR061W
YGL147C,YBL092W
YMR049C,YNL132W
YGR253C,YFR052W
YPL093W,YPL012W
YHR084W,YLR452C
YDR101C,YPL012W
YLR061W,YKL006W
YFR052W,YGR253C
YNL132W,YMR049C
YLR185W,YDL075W
YDL182W,YIL094C
YGL191W,YNL052W
YBL007C,YBL047C
YPL079W,YKR057W
YOL030W,YLR390WA
YNL066W,YBR158W
YIL094C,YDL182W
YOL002C,YDR492W
YNL052W,YGL191W
YBR093C,YAR071W
YDR492W,YOL002C
YAR071W,YBR093C
YNL069C,YLL045C
YKR057W,YPL079W
YBL047C,YBL007C
YLR286C,YBR158W
YBR158W,YNL066W
YBR158W,YLR286C
YLL045C,YNL069C
YLR390WA,YOL030W
YLL026W,YER103W
YER043C,YDR502C
YBR189W,YGR148C
YOR208W,YHR030C
YER103W,YLL026W
YAL012W,YLR180W
YDR502C,YER043C
YGR148C,YBR189W
YPR191W,YLL041C
YMR269W,YLR068W
YNL144C,YDR277C
YMR120C,YCL030C
YPL131W,YJR123W
YKL180W,YLL045C
YHR020W,YHR019C
YHR030C,YOR208W
YCL030C,YMR120C
YLR354C,YHR183W
YHR019C,YHR020W
YJR123W,YPL131W
YLR068W,YMR269W
YDR277C,YNL144C
YLL041C,YPR191W
YLL045C,YKL180W
YLR180W,YAL012W
YHR183W,YLR354C
YDR324C,YLR129W
YDR012W,YOR063W
YNL064C,YDR214W
YOL127W,YGR027C
YDR003WA,YDR003W
YNL251C,YOL123W
YLR129W,YDR324C
YLR136C,YDR270W
YDR003W,YDR003WA
YOR063W,YDR012W
YGR027C,YOL127W
YGL116W,YGR092W
YGL201C,YEL032W
YDR270W,YLR136C
YOL123W,YNL251C
YEL032W,YGL201C
YDR214W,YNL064C
YGR092W,YGL116W
YDR060W,YDL148C
YDL148C,YDR060W
YOL039W,YKL006W
YBR196C,YGR254W
YDL075W,YPL249CA
YPL249CA,YDL075W
YKR054C,YKL203C
YGR094W,YPL160W
YHL040C,YLL051C
YLL051C,YHL040C
YKL006W,YOL039W
YNL327W,YKL164C
YOR096W,YHL015W
YHR001WA,YDR529C
YPL160W,YGR094W
YLR344W,YER056CA
YGR253C,YFR004W
YGR254W,YBR196C
YGL068W,YDR237W
YPR102C,YHR010W
YNL277W,YDR253C
YER131W,YER056CA
YDR253C,YNL277W
YHR010W,YPR102C
YFR004W,YGR253C
YDR237W,YGL068W
YKL164C,YNL327W
YER056CA,YLR344W
YER056CA,YER131W
YDR529C,YHR001WA
YKL203C,YKR054C
YHL015W,YOR096W
YGL191W,YMR256C
YDR299W,YIL091C
YOL017W,YIL026C
YNL066W,YER124C
YOL127W,YGR034W
YML024W,YNL302C
YNL302C,YML024W
YLR075W,YOR063W
YBL092W,YKL180W
YKL016C,YPR191W
YIL133C,YER131W
YLR178C,YMR250W
YPL173W,YDR322W
YPR191W,YKL016C
YOR063W,YLR075W
YGR098C,YNL126W
YDR322W,YPL173W
YGL123W,YGL076C
YHR001WA,YHR051W
YKL180W,YBL092W
YNR037C,YJL062WA
YMR250W,YLR178C
YMR256C,YGL191W
YEL065W,YER145C
YIL091C,YDR299W
YER145C,YEL065W
YIL026C,YOL017W
YHR051W,YHR001WA
YER131W,YIL133C
YJL062WA,YNR037C
YER124C,YNL066W
YGL076C,YGL123W
YNL126W,YGR098C
YGR034W,YOL127W
YLR395C,YDR529C
YJR016C,YOR108W
YGL031C,YJL177W
YMR001C,YLR131C
YDR394W,YHR027C
YLR190W,YBR038W
YJL177W,YGL031C
YOR108W,YJR016C
YBR038W,YLR190W
YMR250W,YML128C
YHR027C,YDR394W
YML128C,YMR250W
YIL052C,YHR010W
YHR010W,YIL052C
YLR131C,YMR001C
YDR529C,YLR395C
YPL089C,YOR208W
YBR191W,YHR010W
YJL111W,YDL143W
YOR208W,YPL089C
YMR076C,YCL061C
YAR015W,YOR184W
YDL143W,YJL111W
YCR031C,YKL180W
YKR069W,YKL001C
YDR394W,YDR427W
YLR448W,YKL180W
YPR191W,YKL148C
YOR123C,YOR194C
YDL179W,YLR079W
YCL061C,YMR076C
YKL180W,YCR031C
YKL180W,YLR448W
YKL148C,YPR191W
YDR427W,YDR394W
YHR010W,YBR191W
YOR184W,YAR015W
YOR194C,YOR123C
YLR079W,YDL179W
YKL001C,YKR069W
YNCE0024W,YNCE0007C
YBR189W,YGL147C
YLR027C,YOR136W
YER091C,YJR137C
YPL242C,YGL116W
